id,estado,faixa_etaria,genero,classe_economica,usa_internet,horas_por_dia,recebeu_mensagem_estranha,clicou_link_suspeito,compartilhou_dados_pessoais,recebeu_cyberbullying,viu_conteudo_inapropriado,recebeu_golpe,usa_senha_forte,verifica_privacidade,fala_com_responsavel,tem_antivirus,sabe_reconhecer_golpe,usa_youtube,usa_tiktok,usa_instagram,usa_whatsapp,usa_discord,usa_twitch,usa_facebook,usa_telegram,usa_snapchat,tipo_golpe_sofreu,interesse_seguranca,score_conhecimento,risco_total,perfil_risco
139,MG,15-16 anos,Feminino,A,1,3.6430105390255565,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,Nenhum,Alto,52.0821519153546,0,BAIXO
140,SC,15-16 anos,Feminino,A,1,4.389001073892694,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,Nenhum,Alto,54.61354385544504,1,MÉDIO
141,SC,11-12 anos,Feminino,C,1,3.8052378779097142,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,Nenhum,Alto,25.17714228114768,1,MÉDIO
142,RJ,9-10 anos,Masculino,B2,1,5.220836093892239,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,Nenhum,Médio,14.994565422136038,1,MÉDIO
143,BA,15-16 anos,Feminino,C,1,7.3943570629238256,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,Nenhum,Alto,27.12653097605547,1,MÉDIO
144,RJ,13-14 anos,Feminino,B2,1,3.457915685717591,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,Nenhum,Alto,1.0972287937321696,4,CRÍTICO
145,RJ,7-8 anos,Masculino,B1,1,7.001640995536828,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,Nenhum,Alto,25.467707052732415,1,MÉDIO
146,SP,11-12 anos,Feminino,C,1,3.436655855306225,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,Nenhum,Baixo,46.18375636078229,2,MÉDIO
147,PR,15-16 anos,Feminino,C,1,3.3047455750062316,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,Nenhum,Alto,0.0,0,MÉDIO
148,BA,13-14 anos,Feminino,B2,1,6.637189236686426,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,Nenhum,Alto,22.83541830314824,0,MÉDIO
149,SP,13-14 anos,Feminino,B2,1,6.843872756015234,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,Nenhum,Muito alto,3.0148462621027776,1,MÉDIO
150,RJ,13-14 anos,Masculino,C,1,6.702819873525309,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,Roubo de conta,Alto,54.89341633527173,2,MÉDIO
151,SC,11-12 anos,Masculino,A,1,2.3684051835637177,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,Nenhum,Muito alto,30.556939703415534,3,ALTO
152,RJ,11-12 anos,Masculino,B1,1,4.0680980438558985,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,Nenhum,Muito alto,23.154026747970324,0,MÉDIO
153,SP,11-12 anos,Feminino,A,1,6.645977184006643,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,Social engineering,Médio,18.286320225242545,1,MÉDIO
154,BA,7-8 anos,Feminino,D/E,1,5.083083681127789,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,Nenhum,Alto,28.792508586083187,0,MÉDIO
155,SC,15-16 anos,Feminino,D/E,1,2.8526143076050716,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,Extorsão,Médio,45.822957261851634,3,MÉDIO
156,RJ,13-14 anos,Masculino,D/E,1,5.916635878250883,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,Nenhum,Alto,31.011822948586648,0,MÉDIO
157,PE,15-16 anos,Masculino,C,1,3.570385482017059,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,Nenhum,Médio,2.720659522531983,0,MÉDIO
158,CE,15-16 anos,Feminino,C,1,8.589049696784425,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,Nenhum,Muito baixo,28.05057033446371,1,MÉDIO
159,RJ,11-12 anos,Masculino,C,1,8.089682924836517,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,Nenhum,Muito alto,46.78574344782198,3,MÉDIO
160,CE,13-14 anos,Masculino,C,1,6.208194852711134,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,Fake giveaway,Alto,23.447143403802432,1,MÉDIO
161,MG,13-14 anos,Feminino,A,1,7.722013409539548,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,Nenhum,Muito alto,97.65915254490876,1,MÉDIO
162,PR,15-16 anos,Masculino,C,1,5.129582700246762,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,Nenhum,Baixo,30.539731710431205,1,MÉDIO
163,PR,11-12 anos,Masculino,D/E,1,6.530874988750032,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,Nenhum,Médio,70.26688414762671,2,MÉDIO
164,RS,13-14 anos,Masculino,C,1,7.95544059060415,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,Nenhum,Médio,29.73188624206324,2,ALTO
165,SP,13-14 anos,Masculino,B2,1,5.490997363588625,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,Nenhum,Alto,54.53500297786495,2,MÉDIO
166,PA,11-12 anos,Feminino,B2,1,4.489625656971433,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Nenhum,Muito alto,74.27257918517918,1,MÉDIO
167,RJ,9-10 anos,Masculino,C,1,1.5907560836457684,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,Nenhum,Alto,8.943446492025908,2,ALTO
168,SP,13-14 anos,Masculino,C,1,4.833732948557012,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,Nenhum,Baixo,2.7077386863558424,1,MÉDIO
169,SP,15-16 anos,Masculino,D/E,1,6.6468463691246225,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,Nenhum,Alto,14.56898224839878,0,MÉDIO
170,PR,11-12 anos,Feminino,B2,1,6.891266855135259,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,Nenhum,Alto,26.831704085026004,2,ALTO
171,PE,13-14 anos,Masculino,D/E,1,6.0087301314368196,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,Nenhum,Médio,45.053097216892425,2,MÉDIO
172,SP,11-12 anos,Feminino,C,1,3.9174018100755204,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,Social engineering,Alto,0.0,4,CRÍTICO
173,BA,15-16 anos,Masculino,D/E,1,1.046356862104819,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,Nenhum,Alto,30.400546512510104,2,ALTO
174,RJ,9-10 anos,Masculino,C,1,4.00956980399053,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,Nenhum,Muito alto,46.072250396231446,3,MÉDIO
175,PR,15-16 anos,Masculino,C,1,4.391310257892097,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,Nenhum,Médio,54.965047812513916,3,MÉDIO
176,SP,11-12 anos,Feminino,C,1,4.374142065619972,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,Roubo de conta,Alto,0.0,3,CRÍTICO
177,PE,11-12 anos,Feminino,C,1,6.237112713955849,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,Nenhum,Alto,23.926522046824328,1,MÉDIO
178,MG,7-8 anos,Masculino,D/E,1,8.97135282202968,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,Nenhum,Alto,18.810189110436347,0,MÉDIO
179,SC,9-10 anos,Feminino,A,1,5.247058403682186,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,Roubo de conta,Muito alto,0.0,1,MÉDIO
180,SP,13-14 anos,Feminino,A,1,4.5665364216870765,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,Nenhum,Alto,29.6738679634077,2,ALTO
181,MG,11-12 anos,Masculino,D/E,1,4.481556373991815,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,Nenhum,Alto,22.455235484781554,1,MÉDIO
182,SP,15-16 anos,Feminino,C,1,5.2487695338154285,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Nenhum,Muito alto,0.0,3,CRÍTICO
183,SC,7-8 anos,Masculino,C,1,3.3434124793032023,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,Nenhum,Alto,49.7446263485633,1,MÉDIO
184,PA,11-12 anos,Feminino,C,1,5.24039711749211,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,Nenhum,Alto,52.346618236170094,1,MÉDIO
185,RJ,11-12 anos,Feminino,B1,1,5.9016246726635995,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,Nenhum,Alto,58.97421448271349,1,MÉDIO
186,PE,7-8 anos,Feminino,D/E,1,5.419372127148976,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Nenhum,Muito alto,3.1550576558439642,0,MÉDIO
187,PA,9-10 anos,Feminino,C,1,5.915083868009562,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Nenhum,Baixo,38.557975448895945,2,ALTO
188,RS,13-14 anos,Masculino,B2,1,5.867495218697071,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,Roubo de conta,Muito alto,28.161923675364978,3,CRÍTICO
189,RS,13-14 anos,Feminino,B2,1,1.4562066355071126,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,Nenhum,Médio,0.0,0,MÉDIO
190,RJ,13-14 anos,Masculino,D/E,1,6.273740316790806,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,Nenhum,Baixo,25.643450583520455,1,MÉDIO
191,SP,13-14 anos,Masculino,A,1,3.6579703086750928,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,Extorsão,Muito alto,11.924327675708161,2,ALTO
192,PA,13-14 anos,Feminino,D/E,1,2.808321673992084,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,Nenhum,Médio,59.11764779347955,2,MÉDIO
193,SC,7-8 anos,Feminino,B2,1,2.7910963442900076,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,Nenhum,Médio,6.034302777176761,1,MÉDIO
194,PR,13-14 anos,Feminino,C,1,5.867083220945059,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,Nenhum,Alto,16.892111761933847,0,MÉDIO
195,RJ,15-16 anos,Masculino,D/E,1,4.554850145550294,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nenhum,Alto,32.42139427565641,3,ALTO
196,MG,13-14 anos,Feminino,C,1,1.6360624320291786,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,Nenhum,Muito alto,22.437656745115095,2,ALTO
197,CE,13-14 anos,Feminino,C,1,5.956075630384567,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,Nenhum,Muito alto,26.433406077111236,2,ALTO
198,PA,11-12 anos,Masculino,C,1,2.1207837384023454,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,Nenhum,Médio,0.07008750654680788,1,MÉDIO
199,PA,15-16 anos,Masculino,B2,1,5.279642717036422,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,Nenhum,Médio,23.672530917322145,1,MÉDIO
200,CE,15-16 anos,Masculino,B2,1,5.476997851346108,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,Nenhum,Médio,24.851678869101725,1,MÉDIO
201,PR,13-14 anos,Masculino,D/E,1,6.77115416339009,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,Nenhum,Alto,48.246333370625734,1,MÉDIO
202,SP,15-16 anos,Feminino,D/E,1,8.563369572933702,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,Nenhum,Alto,40.206289152140585,1,MÉDIO
203,SP,9-10 anos,Feminino,C,1,2.2706473481989167,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,Nenhum,Muito baixo,18.824324639448086,0,MÉDIO
204,PA,7-8 anos,Feminino,B2,1,4.895052287873901,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,Nenhum,Alto,53.167582125714304,2,MÉDIO
205,PR,15-16 anos,Feminino,A,1,4.447329409911565,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,Roubo de conta,Baixo,56.66457593032205,3,MÉDIO
206,SP,15-16 anos,Masculino,A,1,5.867499371921925,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,Malware,Muito alto,25.77260356717641,1,MÉDIO
207,SP,9-10 anos,Feminino,C,1,5.431337541867237,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,Nenhum,Muito alto,100.0,1,MÉDIO
208,PE,11-12 anos,Masculino,D/E,1,4.29490751452676,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,Roubo de conta,Médio,23.71087283395272,1,MÉDIO
209,SP,7-8 anos,Feminino,C,1,4.118195622778289,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,Phishing,Alto,48.71417321205396,2,MÉDIO
210,SP,11-12 anos,Masculino,D/E,1,2.767098289631905,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,Nenhum,Baixo,72.24531740246567,0,BAIXO
211,RS,15-16 anos,Feminino,A,0,6.975723164813019,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Nenhum,Alto,0.0,3,CRÍTICO
212,PE,13-14 anos,Masculino,B2,1,5.918408363199059,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,Fake giveaway,Alto,27.533793176930388,2,ALTO
213,PE,11-12 anos,Masculino,B2,1,6.835536395590275,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,Nenhum,Baixo,0.0,3,CRÍTICO
214,RJ,11-12 anos,Feminino,C,1,4.379207727048973,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,Nenhum,Alto,5.514149189773191,1,MÉDIO
215,CE,7-8 anos,Masculino,A,1,3.686329062611139,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,Nenhum,Muito alto,52.87863778630407,2,MÉDIO
216,RJ,11-12 anos,Feminino,D/E,1,2.8433698667415443,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,Nenhum,Médio,100.0,1,MÉDIO
217,RJ,13-14 anos,Masculino,B2,1,5.717835167481319,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,Nenhum,Alto,25.03607083871207,2,ALTO
218,CE,15-16 anos,Feminino,D/E,1,2.9204135509435307,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,Nenhum,Muito alto,0.0,2,ALTO
219,PR,15-16 anos,Masculino,C,1,8.6973261379331,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,Nenhum,Muito alto,0.0,1,MÉDIO
220,PA,7-8 anos,Masculino,D/E,1,2.384714837813119,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,Nenhum,Muito alto,48.20594056404265,2,MÉDIO
221,PE,15-16 anos,Masculino,C,1,5.547320238425003,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,Fake giveaway,Baixo,4.91487505622794,2,ALTO
222,RS,15-16 anos,Masculino,D/E,1,8.133709414427573,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,Nenhum,Muito alto,3.518068292187227,3,CRÍTICO
223,SP,15-16 anos,Masculino,A,0,6.198179518527618,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,Nenhum,Alto,37.79676931806624,1,MÉDIO
224,MG,13-14 anos,Masculino,C,1,5.351347424983558,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,Nenhum,Muito alto,69.27199092714203,0,BAIXO
225,RJ,11-12 anos,Masculino,D/E,1,3.063032706076209,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,Nenhum,Muito alto,100.0,2,MÉDIO
226,RJ,11-12 anos,Masculino,B1,1,2.236461622864592,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,Roubo de conta,Alto,45.05107334208368,2,MÉDIO
227,SC,7-8 anos,Feminino,B1,1,6.540100217835172,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,Nenhum,Alto,29.832691864694233,1,MÉDIO
228,MG,11-12 anos,Feminino,C,1,8.012294481549894,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,Nenhum,Alto,76.06125969902114,0,BAIXO
229,PA,11-12 anos,Masculino,D/E,1,4.122300019043657,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,Nenhum,Muito alto,17.258049275296283,2,ALTO
230,PR,13-14 anos,Feminino,C,1,2.721876984767298,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,Nenhum,Muito alto,24.45794176290435,0,MÉDIO
231,CE,15-16 anos,Feminino,C,1,0.5,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Nenhum,Muito alto,6.9925661330988245,1,MÉDIO
232,BA,13-14 anos,Masculino,B1,1,3.0384703126749244,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,Nenhum,Médio,50.086260362952615,2,MÉDIO
233,RS,7-8 anos,Feminino,A,1,4.77268631500192,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,Nenhum,Alto,51.92022141718005,1,MÉDIO
234,BA,15-16 anos,Masculino,D/E,1,8.198246481673468,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,Nenhum,Médio,53.88601374010048,1,MÉDIO
235,SP,15-16 anos,Feminino,B1,1,6.346267384465937,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,Malware,Muito alto,22.678444237275585,4,CRÍTICO
236,CE,15-16 anos,Masculino,C,1,5.610170809413506,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,Nenhum,Médio,57.80042912743769,3,MÉDIO
237,RJ,15-16 anos,Feminino,D/E,1,4.199760677397738,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Nenhum,Muito alto,26.77757918862575,0,MÉDIO
238,SP,13-14 anos,Feminino,B2,1,3.8336685654880873,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,Nenhum,Muito alto,100.0,0,BAIXO
239,PR,15-16 anos,Masculino,C,1,7.811295195015927,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,Nenhum,Baixo,51.850619661709636,2,MÉDIO
240,SP,7-8 anos,Masculino,A,1,5.401477081516779,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Nenhum,Alto,25.403587260603324,3,CRÍTICO
241,SC,11-12 anos,Feminino,C,1,0.7947986161579559,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Social engineering,Médio,0.0,5,CRÍTICO
242,SC,11-12 anos,Masculino,B1,1,3.6529207042055143,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,Nenhum,Alto,54.03710320662795,2,MÉDIO
243,SC,9-10 anos,Feminino,C,1,3.2835679364567465,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,Nenhum,Médio,0.0,2,ALTO
244,MG,9-10 anos,Feminino,B2,1,3.9074719816450703,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,Nenhum,Baixo,48.00489767528693,1,MÉDIO
245,SP,13-14 anos,Feminino,C,1,6.125821320570171,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,Nenhum,Alto,63.9518617886352,2,MÉDIO
246,SC,15-16 anos,Feminino,C,0,4.7851102364115015,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,Nenhum,Médio,20.489361151787556,3,CRÍTICO
247,MG,13-14 anos,Feminino,B1,1,4.846269185992676,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,Nenhum,Alto,21.44044586214586,1,MÉDIO
248,SC,9-10 anos,Feminino,C,1,7.626946322650474,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,Nenhum,Alto,49.615490851208136,2,MÉDIO
249,SC,15-16 anos,Masculino,B2,0,3.607077820426623,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,Nenhum,Alto,27.929709726573325,2,ALTO
250,PA,13-14 anos,Masculino,C,1,8.7283990517747,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,Nenhum,Médio,47.06613318585802,2,MÉDIO
251,RJ,11-12 anos,Masculino,B1,1,3.657384817257828,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,Nenhum,Médio,22.075756019771227,0,MÉDIO
252,MG,13-14 anos,Feminino,C,1,5.1783963932251424,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,Nenhum,Muito baixo,32.06065458571368,1,MÉDIO
253,PA,11-12 anos,Feminino,B1,1,4.4375928091944665,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,Nenhum,Alto,29.564123089008916,2,ALTO
254,RJ,11-12 anos,Masculino,C,1,5.246838267001922,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,Nenhum,Médio,48.6974787225743,3,MÉDIO
255,SP,15-16 anos,Feminino,B2,0,5.8891839901462575,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,Nenhum,Muito alto,47.541736728833726,0,MÉDIO
256,RS,11-12 anos,Feminino,C,1,5.867670480177753,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,Nenhum,Alto,19.52303399171188,1,MÉDIO
257,SC,13-14 anos,Masculino,B2,1,3.4937653387588403,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,Nenhum,Médio,77.1135611004411,0,BAIXO
258,PE,15-16 anos,Feminino,D/E,1,2.7541706451048587,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,Nenhum,Médio,32.4661229466176,0,MÉDIO
259,RS,15-16 anos,Masculino,D/E,1,10.006343581811421,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,Nenhum,Alto,0.0,2,ALTO
260,SP,7-8 anos,Feminino,B1,1,4.032031320798894,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,Nenhum,Muito alto,50.627180885359884,1,MÉDIO
261,PR,9-10 anos,Masculino,C,1,6.398424877343973,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,Nenhum,Alto,100.0,1,MÉDIO
262,SC,7-8 anos,Feminino,B1,1,1.7847173789536064,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,Fake giveaway,Muito baixo,0.0,3,CRÍTICO
263,SP,13-14 anos,Feminino,B2,1,4.440774560190646,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,Nenhum,Muito alto,44.50234705111804,1,MÉDIO
264,BA,13-14 anos,Masculino,C,0,4.745601232035114,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,Phishing,Muito alto,68.72603364807576,1,MÉDIO
265,PA,9-10 anos,Feminino,C,1,5.945630139855665,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,Nenhum,Muito baixo,56.09026669041398,0,BAIXO
266,CE,15-16 anos,Feminino,C,1,0.5,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,Nenhum,Muito alto,48.50318330105585,0,MÉDIO
267,PE,13-14 anos,Masculino,B2,1,5.3322812261566614,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,Nenhum,Alto,55.61584001273393,0,BAIXO
268,CE,11-12 anos,Masculino,B2,1,2.7005170892642143,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,Nenhum,Alto,25.900610236504253,2,ALTO
269,MG,13-14 anos,Feminino,B1,1,5.648691422389848,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,Nenhum,Alto,59.619105296869805,2,MÉDIO
270,RJ,13-14 anos,Masculino,C,1,2.927341606323674,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,Nenhum,Médio,0.0,2,ALTO
271,PA,7-8 anos,Masculino,C,1,3.289034608148837,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,Nenhum,Alto,29.982483520175904,4,CRÍTICO
272,PA,11-12 anos,Masculino,C,1,4.452744779213464,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,Nenhum,Alto,48.413059366276904,2,MÉDIO
273,PA,15-16 anos,Masculino,B2,0,2.8953410607936094,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,Malware,Baixo,17.44185256304492,3,CRÍTICO
274,SC,13-14 anos,Feminino,B2,1,4.04893110652929,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,Nenhum,Muito alto,97.26304164792278,0,BAIXO
275,BA,13-14 anos,Masculino,B2,1,2.6132484629133694,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,Nenhum,Baixo,11.333883438015498,1,MÉDIO
276,BA,13-14 anos,Masculino,A,1,1.333659096602545,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,Fake giveaway,Alto,16.05883979926498,2,ALTO
277,CE,7-8 anos,Masculino,B2,1,7.035914104858719,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,Nenhum,Médio,28.298181176741853,1,MÉDIO
278,PR,9-10 anos,Masculino,D/E,1,2.4079026143521434,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,Nenhum,Alto,24.6257782183975,1,MÉDIO
279,CE,13-14 anos,Feminino,D/E,1,4.642638224784033,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,Nenhum,Alto,52.85125474344024,2,MÉDIO
